sentence university,hypothesis university,sentence text,hypothesis text,sentence nile,hypothesis nile,type,amibiguity,features,prediction
University of Illinois - Urbana Champaign,University of Illinois - Chicago,SMTP is allowed by the University firewall,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),"define intent uniIntent: for endpoint('dorms'), endpoint('wireless') set quota('any', '6', 'gb/d') start hour('00:00') end hour('23:59')",path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 0.6204664618697092, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Chicago,SMTP is allowed by the University firewall,Guests cannot run any file sharing/downloading program,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),define intent uniIntent: for endpoint('guests') block service('file transfer'),negation,0,"[2, 1, 1440.0, 1, 0, 1, 0, 0.16714074165890516, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,Carnegie Mellon University,SMTP is allowed by the University firewall,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),"define intent uniIntent: for endpoint('network') set quota('any', '10', 'gb/d')",path,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.32251542051607107, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,Carnegie Mellon University,SMTP is allowed by the University firewall,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),"define intent uniIntent: for endpoint('network') add middlebox('overuse notification') set quota('any', '10', 'gb/wk')",synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.32251542051607107, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0.2622995842742445, 2]",0
University of Illinois - Urbana Champaign,Columbia University,SMTP is allowed by the University firewall,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),"define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,Massachusetts Institute of Technology,SMTP is allowed by the University firewall,Routers or anything else that does routing or NAT are prohibited from MITNet as they interfere with the operation of the network,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),define intent uniIntent: for endpoint('dorms') block protocol('nat'),negation,0,"[2, 1, 1440.0, 1, 0, 1, 0, 0.39402225732192897, 2, 0, 0, 0, 0, 0, 0, 0.7254971464006712, 2, 0, 1]",0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,SMTP is allowed by the University firewall,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),"define intent uniIntent: for endpoint('host') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.2611893434649908, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,SMTP is allowed by the University firewall,The individual will have a 4 Mbps bandwidth rate limit,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),"define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.2611893434649908, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,SMTP is allowed by the University firewall,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),path,0,"[2, 1, 1440.0, 1, 0, 1, 0, 0.33692774066557973, 3, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Chicago,SMTP is allowed by the University firewall,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),"define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')",negation,1,"[2, 1, 1440.0, 1, 1, 0, 0, 0.6204664618697092, 3, 0, 2, 0, 0, 0, 1, 2.960312842636336, 5, 0, 1]",0
University of Illinois - Urbana Champaign,Cornell University,SMTP is allowed by the University firewall,Students have 200 GB of Free monthly usage,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),"define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,University of Texas - Austin,SMTP is allowed by the University firewall,Faculty members have 500 Gb per week of free network use,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),"define intent uniIntent: for group('professors') set quota('download', '500', 'gb/wk')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,North Dakota State University,SMTP is allowed by the University firewall,Students have a quota of 5 GB per day The quota is reset at 6am,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),"define intent uniIntent: for group('students') set quota('download', '5','gb/d') start hour('06:00') end('05:59')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,Rutgers University,SMTP is allowed by the University firewall,Internet is limited to 3 Mbps per host,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),"define intent uniIntent: for endpoint('host') set bandwidth('max', '3', 'mbps')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.2611893434649908, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,SMTP is allowed by the University firewall,P2P application is separately capped at 30 Mbps for the entire campus,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),"define intent uniIntent: for traffic ('peer2peer'), endpoint('campus') set bandwidth('max', '30', 'mbps')",path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 0.7325455440212384, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,SMTP is allowed by the University firewall,Guests' network is rate-limited to 5 Mb/s per user,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),"define intent uniIntent: for group('guests') set bandwidth('max', '5', 'mbps')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,Missouri State University,SMTP is allowed by the University firewall,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),"define intent uniIntent: for group('dorms') set quota('any', '200', 'gb/wk') ",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,University of Washington,SMTP is allowed by the University firewall,These network security changes include blocking traffic from the Internet into the UW network over FTP,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),define intent uniIntent: from endpoint('internet') to endpoint('network') block protocol('ftp') ,negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 0.642060878398204, 3, 0, 0, 0, 0, 0, 0, 0.7254971464006712, 2, 0, 1]",0
University of Illinois - Urbana Champaign,University of Michigan - Ann Harbor,SMTP is allowed by the University firewall,"Elements of network security currently include the following four solutions: Network Border Infrastructure System, Intrusion Prevention System, Firewalls, and Custom Unit Firewalls",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),"define intent uniIntent: for endpoint('network') add middlebox('network border system'), middlebox('ips'), middlebox('firewall'), middlebox('unit firewall') ",synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.32251542051607107, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2.561349409469454, 5]",0
University of Illinois - Urbana Champaign,University of California - San Diego,SMTP is allowed by the University firewall,ACT/IT Infrastructure monitors traffic on the network for the purpose of maintaining proper network function,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor') ,synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.32251542051607107, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0.44052327888339915, 2]",0
University of Illinois - Urbana Champaign,Brown University,SMTP is allowed by the University firewall,"CIS restricts traffic that is known to cause damage to the network or hosts on it, such as NETBIOS",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),define intent uniIntent: for endpoint('network') block service('NETBIOS'),negation,0,"[2, 1, 1440.0, 1, 0, 0, 0, 0.32251542051607107, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,Brown University,SMTP is allowed by the University firewall,All network traffic passing in or out of Brown's network is monitored by an intrusion detection system for signs of compromises,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor') ,synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.32251542051607107, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0.44052327888339915, 2]",0
University of Illinois - Urbana Champaign,New York University,SMTP is allowed by the University firewall,"You may not run any services (e.g., FTP services, listservers, P2P file sharing servers, publishing files via generic file services, etc.) via NYU's ResNet or NYURoam wireless networks",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),"define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), service('listserver'), traffic('peer2peer')",negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 0.6204664618697092, 3, 0, 1, 0, 0, 0, 1, 0.7254971464006712, 2, 0, 1]",0
University of Illinois - Urbana Champaign,Penn State University - University Park,SMTP is allowed by the University firewall,Housing does not normally limit the amount of bandwidth,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),define intent uniIntent: for endpoint('dorms') unset bandwidth(),path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.39402225732192897, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,Univeristy of Virginia,SMTP is allowed by the University firewall,"The UVA More Secure Network uses a firewall, a network security device designed to help protect your computer from hackers and other malicious people on the Internet.",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),define intent uniIntent: for endpoint('network') add middlebox('firewall'),synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.32251542051607107, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1.0, 2]",0
University of Illinois - Urbana Champaign,Univeristy of Virginia,SMTP is allowed by the University firewall,"The network firewall does prevent some applications from working in their normal manner, for example, video and audio conferencing products that use the H.323",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),define intent uniIntent: for endpoint('network') block traffic('H323 video conferencing'),negation,0,"[2, 1, 1440.0, 1, 0, 0, 0, 0.32251542051607107, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,Univeristy of California - Davis,SMTP is allowed by the University firewall,The UC Davis network is continually scanned for prohibited activities and network threats.,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.32251542051607107, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0.44052327888339915, 2]",0
